customer_id,age,gender,city,cohort_month,last_txn_date,days_since_last_txn,is_churned,txn_count,avg_txn_amount
CUST100038,61,Male,Chennai,2022-12-27,2024-04-03,-93,0,11,2405.5345454545454
CUST100039,69,Female,Pune,2023-09-23,2024-05-02,-122,0,6,3291.0383333333334
CUST100040,20,Female,Chennai,2022-01-31,2024-05-26,-146,0,8,2537.83625
CUST100041,54,Female,Hyderabad,2023-03-27,2024-03-02,-61,0,9,2844.447777777778
CUST100042,68,Female,Bangalore,2023-09-23,2024-03-06,-65,0,4,2229.305
CUST100043,24,Female,Pune,2022-05-31,2023-12-02,30,0,7,1898.83
CUST100044,38,Male,Chennai,2022-07-30,2023-12-21,11,0,5,2466.8379999999997
CUST100045,26,Male,Delhi,2023-10-23,2024-06-18,-169,0,12,3307.3033333333333
CUST100046,56,Female,Delhi,2022-07-30,2024-06-18,-169,0,9,3074.594444444445
CUST100047,35,Female,Bangalore,2022-05-31,2023-10-04,89,0,2,1694.6299999999999
CUST100048,21,Male,Mumbai,2023-01-26,2023-09-21,102,0,12,1885.5649999999998
CUST100049,42,Male,Mumbai,2022-03-02,2024-03-04,-63,0,7,3230.8685714285716
CUST100050,31,Male,Pune,2022-09-28,2024-04-17,-107,0,6,2163.27
CUST100051,67,Male,Pune,2022-03-02,2024-05-11,-131,0,7,3214.2885714285717
CUST100052,26,Female,Pune,2022-11-27,2024-01-19,-18,0,8,3153.05625
CUST100053,43,Female,Mumbai,2023-04-26,2023-09-21,102,0,1,1903.35
CUST100054,19,Male,Delhi,2022-05-01,2024-03-02,-61,0,9,2796.8811111111113
CUST100055,37,Female,Mumbai,2023-07-25,2024-03-02,-61,0,7,2219.8399999999997
CUST100056,45,Male,Hyderabad,2022-08-29,2024-03-25,-84,0,11,2705.683636363636
CUST100057,64,Female,Chennai,2023-08-24,2024-04-14,-104,0,6,2791.818333333333
CUST100058,24,Male,Pune,2023-07-25,2024-05-22,-142,0,9,2443.7966666666666
CUST100059,61,Female,Delhi,2022-06-30,2024-06-15,-166,0,6,2337.9816666666666
CUST100060,25,Male,Bangalore,2023-09-23,2024-03-12,-71,0,7,1923.6385714285716
CUST100061,64,Male,Bangalore,2022-04-01,2024-06-15,-166,0,11,2586.802727272727
CUST100062,52,Female,Chennai,2022-12-27,2024-05-24,-144,0,9,2707.5666666666666
CUST100063,31,Male,Delhi,2022-12-27,2024-02-09,-39,0,6,2366.525
CUST100064,34,Female,Mumbai,2022-09-28,2024-04-29,-119,0,6,3173.101666666667
CUST100065,53,Female,Mumbai,2023-05-26,2024-04-19,-109,0,8,2731.4875
CUST100066,67,Male,Hyderabad,2023-04-26,2024-03-06,-65,0,9,2406.1777777777775
CUST100067,57,Female,Hyderabad,2023-07-25,2024-06-03,-154,0,10,2630.975
CUST100068,21,Female,Mumbai,2023-07-25,2024-04-07,-97,0,11,1831.85
CUST100069,19,Female,Bangalore,2022-12-27,2023-09-24,99,0,6,3200.478333333333
CUST100070,23,Female,Pune,2023-04-26,2023-10-13,80,0,6,2999.2966666666666
CUST100071,59,Female,Bangalore,2023-09-23,2024-05-22,-142,0,9,2998.582222222222
CUST100072,21,Male,Hyderabad,2022-04-01,2023-06-27,188,1,4,1615.22
CUST100073,46,Female,Chennai,2022-01-01,2024-05-21,-141,0,11,2326.2636363636366
CUST100074,35,Female,Mumbai,2022-01-01,2024-05-24,-144,0,6,2260.4116666666664
CUST100075,43,Female,Hyderabad,2023-02-25,2024-02-25,-55,0,6,1663.6200000000001
CUST100076,61,Female,Hyderabad,2022-12-27,2024-04-15,-105,0,4,1332.1299999999999
CUST100077,51,Female,Pune,2023-04-26,2024-05-17,-137,0,9,2066.6233333333334
CUST100078,27,Male,Mumbai,2023-11-22,2024-04-27,-117,0,9,2849.4866666666667
CUST100079,53,Female,Pune,2022-07-30,2024-02-28,-58,0,5,1339.264
CUST100080,31,Male,Mumbai,2023-05-26,2024-03-01,-60,0,5,2642.0080000000003
CUST100081,48,Male,Pune,2022-12-27,2024-02-17,-47,0,9,2863.222222222222
CUST100082,65,Male,Bangalore,2023-10-23,2024-01-16,-15,0,3,2594.2766666666666
CUST100083,32,Male,Chennai,2023-01-26,2024-03-16,-75,0,11,1886.91
CUST100084,25,Female,Chennai,2022-07-30,2024-02-01,-31,0,11,2692.1545454545453
CUST100085,31,Male,Mumbai,2022-07-30,2024-03-21,-80,0,10,2476.805
CUST100086,40,Male,Delhi,2023-02-25,2024-03-25,-84,0,9,1787.107777777778
CUST100087,57,Female,Hyderabad,2022-12-27,2024-05-06,-126,0,9,2782.7155555555555
CUST100088,38,Female,Hyderabad,2022-06-30,2024-01-02,-1,0,2,2026.335
CUST100089,33,Female,Mumbai,2022-05-01,2024-01-26,-25,0,9,2210.6
CUST100090,62,Male,Pune,2023-04-26,2023-11-02,60,0,6,2479.226666666667
CUST100091,35,Female,Delhi,2023-03-27,2024-06-14,-165,0,10,3236.977
CUST100092,64,Female,Bangalore,2023-10-23,2024-03-23,-82,0,7,3159.315714285714
CUST100093,41,Male,Pune,2022-01-31,2023-07-21,164,0,2,1580.665
CUST100094,43,Female,Pune,2023-09-23,2024-03-31,-90,0,14,2211.4607142857144
CUST100095,42,Female,Mumbai,2023-05-26,2024-04-03,-93,0,6,2470.7999999999997
CUST100096,62,Female,Mumbai,2023-04-26,2024-04-02,-92,0,9,2651.637777777778
CUST100097,58,Female,Hyderabad,2022-06-30,2022-08-30,489,1,1,4693.77
CUST100098,46,Male,Mumbai,2022-12-27,2024-02-13,-43,0,8,1204.7775000000001
CUST100099,32,Female,Mumbai,2023-05-26,2024-04-06,-96,0,7,2870.0642857142857
CUST100100,62,Female,Mumbai,2023-01-26,2024-04-09,-99,0,8,2527.38375
CUST100101,18,Male,Hyderabad,2023-05-26,2023-03-27,280,1,2,1061.46
CUST100102,42,Female,Bangalore,2022-12-27,2023-10-01,92,0,4,1361.0275000000001
CUST100103,24,Male,Bangalore,2022-10-28,2024-05-07,-127,0,7,2688.988571428571
CUST100104,26,Female,Mumbai,2023-08-24,2024-04-10,-100,0,13,2718.0400000000004
CUST100105,41,Male,Hyderabad,2023-08-24,2024-05-12,-132,0,11,2445.1536363636365
CUST100106,18,Male,Bangalore,2023-03-27,2024-05-12,-132,0,7,2765.7657142857142
CUST100107,61,Male,Pune,2023-10-23,2024-06-04,-155,0,4,3458.14
CUST100108,25,Male,Bangalore,2023-04-26,2024-05-06,-126,0,6,2709.4283333333333
CUST100109,41,Female,Bangalore,2022-07-30,2024-02-13,-43,0,5,3081.2940000000003
CUST100110,28,Male,Hyderabad,2023-06-25,2024-04-23,-113,0,7,2573.964285714286
CUST100111,68,Female,Pune,2023-07-25,2024-06-09,-160,0,11,3090.929090909091
CUST100112,34,Male,Hyderabad,2023-02-25,2024-01-19,-18,0,9,2388.3999999999996
CUST100113,25,Male,Mumbai,2022-08-29,2024-01-18,-17,0,5,2323.172
CUST100114,52,Male,Chennai,2023-07-25,2023-12-10,22,0,8,2438.1012499999997
CUST100115,52,Female,Bangalore,2022-09-28,2023-11-16,46,0,6,2103.375
CUST100116,50,Male,Chennai,2022-11-27,2024-03-24,-83,0,11,2872.9218181818183
CUST100117,22,Female,Hyderabad,2023-08-24,2024-06-18,-169,0,8,2671.4637500000003
CUST100118,59,Female,Hyderabad,2023-10-23,2024-06-07,-158,0,5,2188.316
CUST100119,56,Female,Hyderabad,2023-07-25,2023-12-27,5,0,4,3628.3225
CUST100120,58,Female,Chennai,2022-01-01,2023-11-26,36,0,7,1725.3285714285714
CUST100121,45,Female,Hyderabad,2023-07-25,2024-04-15,-105,0,10,2378.674
CUST100122,24,Female,Mumbai,2022-08-29,2024-05-27,-147,0,11,2370.1827272727273
CUST100123,26,Female,Hyderabad,2023-09-23,2024-02-04,-34,0,2,3534.595
CUST100124,25,Female,Delhi,2023-02-25,2024-05-12,-132,0,5,3090.436
CUST100125,29,Female,Chennai,2022-01-01,2024-04-28,-118,0,5,2966.818
CUST100126,51,Male,Delhi,2022-11-27,2024-01-11,-10,0,4,2786.13
CUST100127,50,Male,Hyderabad,2022-03-02,2024-06-17,-168,0,5,3032.766
CUST100128,65,Male,Mumbai,2022-10-28,2024-05-04,-124,0,5,1446.682
CUST100129,40,Male,Bangalore,2022-01-31,2023-11-28,34,0,4,3035.5625
CUST100130,41,Male,Pune,2023-03-27,2024-05-22,-142,0,8,1394.36875
CUST100131,54,Female,Pune,2022-08-29,2024-06-10,-161,0,9,2428.677777777778
CUST100132,52,Female,Hyderabad,2023-02-25,2024-04-24,-114,0,18,2351.827222222222
CUST100133,61,Female,Mumbai,2022-11-27,2024-05-24,-144,0,7,1705.7914285714287
CUST100134,57,Female,Chennai,2022-01-01,2023-09-20,103,0,5,3717.8599999999997
CUST100135,39,Female,Delhi,2022-12-27,2024-05-09,-129,0,5,2608.044
CUST100136,44,Female,Delhi,2023-01-26,2024-02-12,-42,0,4,2402.5550000000003
CUST100137,52,Female,Delhi,2022-07-30,2024-02-17,-47,0,5,2234.352
CUST100138,18,Male,Chennai,2022-07-30,2024-02-13,-43,0,10,1761.8990000000001
CUST100139,52,Male,Pune,2022-11-27,2024-05-22,-142,0,6,2324.1150000000002
CUST100140,54,Male,Mumbai,2022-01-01,2024-06-11,-162,0,5,2203.736
CUST100141,64,Male,Chennai,2022-10-28,2024-03-05,-64,0,4,2921.6125
CUST100142,31,Female,Delhi,2022-07-30,2024-03-08,-67,0,5,2098.498
CUST100143,20,Female,Hyderabad,2022-09-28,2024-05-26,-146,0,8,1638.7475
CUST100144,18,Female,Bangalore,2023-06-25,2024-02-09,-39,0,4,2378.085
CUST100145,22,Male,Chennai,2022-10-28,2024-02-29,-59,0,5,2466.072
CUST100146,43,Female,Chennai,2022-06-30,2024-04-12,-102,0,10,2825.401
CUST100147,31,Female,Mumbai,2022-10-28,2024-04-25,-115,0,7,1265.162857142857
CUST100148,56,Female,Mumbai,2023-04-26,2024-04-25,-115,0,14,3055.2321428571427
CUST100149,44,Male,Chennai,2022-01-01,2024-05-07,-127,0,6,2059.938333333333
CUST100150,26,Female,Delhi,2023-08-24,2024-01-31,-30,0,5,1191.434
CUST100151,32,Male,Bangalore,2023-08-24,2024-01-03,-2,0,6,2175.5333333333333
CUST100152,32,Male,Mumbai,2022-07-30,2024-06-02,-153,0,3,3725.84
CUST100153,43,Male,Delhi,2023-10-23,2024-04-18,-108,0,7,2262.95
CUST100154,59,Male,Hyderabad,2023-11-22,2024-05-18,-138,0,9,2152.354444444444
CUST100155,30,Female,Mumbai,2022-05-31,2024-04-03,-93,0,7,1525.1585714285716
CUST100156,68,Male,Delhi,2023-09-23,2024-02-03,-33,0,6,2547.2933333333335
CUST100157,49,Male,Delhi,2023-05-26,2024-05-06,-126,0,10,2141.993
CUST100158,56,Female,Bangalore,2022-05-31,2024-05-13,-133,0,6,2619.9416666666666
CUST100159,66,Female,Bangalore,2022-05-01,2024-04-02,-92,0,4,3913.0724999999998
CUST100160,69,Male,Hyderabad,2022-12-27,2023-12-20,12,0,10,2643.803
CUST100161,49,Female,Delhi,2023-06-25,2024-05-30,-150,0,11,2515.0790909090906
CUST100162,21,Male,Pune,2023-09-23,2024-06-10,-161,0,4,2916.5575
CUST100163,47,Male,Delhi,2022-07-30,2024-06-18,-169,0,3,1298.35
CUST100164,54,Male,Bangalore,2022-08-29,2024-03-02,-61,0,9,2563.281111111111
CUST100165,40,Male,Pune,2023-04-26,2023-06-09,206,1,6,2916.9166666666665
CUST100166,56,Female,Mumbai,2022-03-02,2024-05-24,-144,0,7,3023.5457142857144
CUST100167,62,Male,Mumbai,2023-06-25,2024-01-24,-23,0,6,2807.9150000000004
CUST100168,32,Female,Chennai,2022-10-28,2024-01-11,-10,0,10,2921.125
CUST100169,60,Female,Bangalore,2023-11-22,2024-03-15,-74,0,2,4293.9349999999995
CUST100170,46,Female,Chennai,2023-04-26,2023-08-11,143,0,5,2449.456
CUST100171,53,Female,Pune,2023-08-24,2023-11-13,49,0,9,2096.1644444444446
CUST100172,30,Male,Bangalore,2023-06-25,2024-01-20,-19,0,6,2552.72
CUST100173,49,Female,Hyderabad,2022-01-31,2024-06-03,-154,0,2,456.435
CUST100174,24,Male,Delhi,2022-07-30,2024-01-12,-11,0,9,3076.483333333333
CUST100175,68,Female,Hyderabad,2023-06-25,2024-02-10,-40,0,8,2171.4
CUST100176,39,Female,Pune,2022-06-30,2023-11-27,35,0,11,2863.7372727272727
CUST100177,45,Male,Bangalore,2023-04-26,2023-12-17,15,0,8,2615.69125
CUST100178,19,Male,Pune,2022-05-31,2024-05-05,-125,0,7,3159.358571428572
CUST100179,59,Male,Delhi,2023-06-25,2024-03-31,-90,0,10,3263.425
CUST100180,62,Female,Mumbai,2023-11-22,2024-04-22,-112,0,12,2553.9675
CUST100181,23,Female,Mumbai,2022-05-31,2024-04-17,-107,0,5,2901.674
CUST100182,45,Male,Pune,2022-01-31,2024-04-10,-100,0,3,2565.266666666667
CUST100183,45,Male,Chennai,2022-05-31,2024-02-28,-58,0,5,2218.482
CUST100184,61,Male,Bangalore,2023-10-23,2024-05-31,-151,0,6,2409.6383333333333
CUST100185,61,Male,Bangalore,2022-05-01,2024-03-27,-86,0,10,2124.923
CUST100186,37,Female,Mumbai,2023-06-25,2024-03-21,-80,0,7,2705.2757142857145
CUST100187,47,Male,Hyderabad,2023-07-25,2024-06-14,-165,0,5,2045.67
CUST100188,28,Male,Delhi,2022-04-01,2023-08-26,128,0,5,3298.964
CUST100189,45,Male,Hyderabad,2023-09-23,2023-07-19,166,0,3,2333.383333333333
CUST100190,42,Male,Hyderabad,2023-04-26,2023-10-14,79,0,5,2368.206
CUST100191,56,Female,Pune,2022-10-28,2024-02-21,-51,0,10,2484.823
CUST100192,50,Male,Mumbai,2022-04-01,2023-03-31,276,1,6,3541.2033333333334
CUST100193,18,Female,Mumbai,2022-12-27,2023-10-09,84,0,9,2194.397777777778
CUST100194,44,Male,Mumbai,2023-07-25,2023-10-20,73,0,4,1205.9375
CUST100195,69,Male,Pune,2023-04-26,2024-04-30,-120,0,12,3017.7775
CUST100196,30,Female,Chennai,2022-08-29,2024-03-16,-75,0,6,2562.1966666666667
CUST100197,58,Male,Hyderabad,2022-04-01,2024-03-27,-86,0,8,2326.98625
CUST100198,20,Female,Pune,2023-10-23,2024-05-22,-142,0,5,3133.546
CUST100199,56,Female,Bangalore,2023-01-26,2024-01-03,-2,0,5,2052.482
CUST100200,23,Male,Delhi,2023-06-25,2023-09-24,99,0,5,2670.524
CUST100201,25,Female,Chennai,2022-03-02,2024-06-11,-162,0,9,3061.851111111111
CUST100202,44,Female,Bangalore,2023-01-26,2024-04-07,-97,0,4,2769.43
CUST100203,26,Female,Hyderabad,2022-07-30,2024-04-05,-95,0,11,2682.251818181818
CUST100204,54,Female,Mumbai,2023-11-22,2023-11-26,36,0,6,3566.711666666666
CUST100205,50,Female,Hyderabad,2022-01-01,2022-09-28,460,1,4,2980.3975
CUST100206,68,Female,Pune,2022-09-28,2024-06-07,-158,0,7,3062.1071428571427
CUST100207,59,Female,Delhi,2023-05-26,2024-06-17,-168,0,8,3119.00375
CUST100208,61,Female,Pune,2023-03-27,2024-05-11,-131,0,8,2364.30625
CUST100209,41,Male,Chennai,2022-07-30,2024-05-18,-138,0,9,3279.472222222222
CUST100210,32,Male,Chennai,2022-01-01,2024-02-01,-31,0,8,2358.37125
CUST100211,49,Female,Delhi,2022-11-27,2024-05-05,-125,0,5,1900.1100000000001
CUST100212,49,Male,Bangalore,2022-07-30,2024-01-10,-9,0,9,3484.1233333333334
CUST100213,41,Female,Bangalore,2023-11-22,2024-06-01,-152,0,10,1849.5790000000002
CUST100214,58,Female,Chennai,2023-03-27,2024-01-26,-25,0,8,2959.4625
CUST100215,69,Male,Chennai,2023-05-26,2024-03-10,-69,0,10,2622.701
CUST100216,66,Female,Mumbai,2022-04-01,2024-06-12,-163,0,13,2245.2
CUST100217,66,Female,Bangalore,2022-05-31,2024-01-01,0,0,6,2517.728333333333
CUST100218,69,Female,Delhi,2022-11-27,2024-02-23,-53,0,7,3371.0685714285714
CUST100219,29,Female,Bangalore,2022-08-29,2024-04-11,-101,0,4,2391.7525
CUST100220,56,Male,Mumbai,2023-02-25,2024-06-03,-154,0,12,3139.8741666666665
CUST100221,19,Female,Pune,2023-03-27,2024-06-18,-169,0,7,2969.394285714286
CUST100222,20,Female,Chennai,2023-11-22,2023-11-20,42,0,7,2393.4714285714285
CUST100223,66,Female,Chennai,2022-11-27,2023-12-12,20,0,5,2555.186
CUST100224,54,Male,Mumbai,2023-11-22,2024-05-05,-125,0,6,2007.5883333333331
CUST100225,66,Female,Delhi,2023-10-23,2024-04-23,-113,0,9,2433.242222222222
CUST100226,34,Male,Chennai,2023-01-26,2024-06-07,-158,0,6,2558.1316666666667
CUST100227,66,Male,Hyderabad,2022-12-27,2024-01-28,-27,0,7,2113.04
CUST100228,19,Female,Chennai,2022-01-31,2024-04-29,-119,0,9,3194.633333333333
CUST100229,19,Female,Hyderabad,2022-03-02,2024-02-14,-44,0,5,1957.9919999999997
CUST100230,45,Male,Mumbai,2023-11-22,2024-04-05,-95,0,9,2169.0144444444445
CUST100231,40,Female,Mumbai,2023-09-23,2024-03-13,-72,0,7,1378.2100000000003
CUST100232,54,Male,Chennai,2022-09-28,2024-06-07,-158,0,9,3317.7922222222223
CUST100233,49,Male,Bangalore,2022-08-29,2023-08-13,141,0,10,2044.708
CUST100234,50,Female,Hyderabad,2023-07-25,2024-03-18,-77,0,9,2980.46
CUST100235,18,Female,Delhi,2022-07-30,2024-05-26,-146,0,10,2102.827
CUST100236,36,Male,Chennai,2022-09-28,2023-10-07,86,0,7,2080.5814285714287
CUST100237,19,Male,Delhi,2023-06-25,2024-01-21,-20,0,6,2339.2466666666664
CUST100238,61,Male,Chennai,2022-03-02,2023-12-30,2,0,10,3242.491
CUST100239,43,Male,Bangalore,2023-11-22,2023-10-26,67,0,8,3169.88375
CUST100240,49,Female,Bangalore,2022-05-01,2023-10-24,69,0,5,2256.12
CUST100241,23,Female,Bangalore,2022-03-02,2024-06-04,-155,0,8,2861.5125
CUST100242,49,Female,Pune,2023-03-27,2024-05-20,-140,0,7,1184.9857142857143
CUST100243,21,Female,Bangalore,2023-04-26,2024-05-19,-139,0,11,2072.895454545455
CUST100244,28,Female,Mumbai,2023-02-25,2024-06-06,-157,0,11,2457.2736363636363
CUST100245,34,Male,Mumbai,2022-03-02,2024-01-17,-16,0,10,2216.841
CUST100246,55,Female,Pune,2022-11-27,2024-04-15,-105,0,6,2146.4383333333335
CUST100247,41,Female,Hyderabad,2022-08-29,2024-04-16,-106,0,5,2727.024
CUST100248,22,Female,Delhi,2023-08-24,2024-03-27,-86,0,8,1927.875
CUST100249,69,Female,Chennai,2022-11-27,2023-10-27,66,0,5,2941.646
CUST100250,51,Female,Chennai,2023-02-25,2022-06-27,553,1,2,2641.99
CUST100251,23,Male,Pune,2022-01-31,2023-01-14,352,1,3,4149.406666666667
CUST100252,39,Male,Mumbai,2023-10-23,2024-04-29,-119,0,11,2377.4345454545455
CUST100253,28,Male,Chennai,2023-05-26,2023-08-20,134,0,7,2992.8742857142856
CUST100254,65,Female,Mumbai,2023-07-25,2024-05-20,-140,0,10,2530.084
CUST100255,33,Male,Hyderabad,2022-11-27,2024-03-22,-81,0,7,2129.095714285714
CUST100256,50,Male,Delhi,2023-10-23,2024-04-26,-116,0,12,2366.9808333333335
CUST100257,26,Female,Hyderabad,2022-04-01,2023-09-09,114,0,8,2674.37625
CUST100258,23,Female,Pune,2023-10-23,2024-05-16,-136,0,12,2952.4175
CUST100259,33,Female,Bangalore,2023-03-27,2023-12-15,17,0,8,2315.0775
CUST100260,46,Male,Bangalore,2023-10-23,2023-04-21,255,1,4,1720.905
CUST100261,20,Male,Bangalore,2023-03-27,2024-02-14,-44,0,6,2529.3233333333333
CUST100262,37,Female,Hyderabad,2022-01-01,2024-03-13,-72,0,6,1552.7700000000002
CUST100263,53,Female,Chennai,2023-09-23,2024-04-20,-110,0,9,2305.0222222222224
CUST100264,36,Male,Delhi,2022-01-31,2024-03-01,-60,0,6,3171.135
CUST100265,43,Male,Bangalore,2022-03-02,2023-12-24,8,0,5,3727.084
CUST100266,20,Female,Pune,2023-08-24,2024-06-04,-155,0,6,3247.9566666666665
CUST100267,36,Female,Pune,2023-07-25,2023-11-04,58,0,7,2895.4357142857143
CUST100268,37,Male,Bangalore,2023-04-26,2024-02-07,-37,0,9,2545.5655555555554
CUST100269,49,Female,Bangalore,2023-07-25,2024-02-25,-55,0,10,3081.178
CUST100270,24,Male,Delhi,2023-09-23,2024-05-26,-146,0,14,2875.280714285714
CUST100271,69,Male,Bangalore,2023-08-24,2023-06-29,186,1,5,1697.0520000000001
CUST100272,58,Male,Delhi,2022-01-01,2023-12-31,1,0,9,3183.2277777777776
CUST100273,50,Male,Pune,2023-07-25,2024-03-04,-63,0,4,1547.8575
CUST100274,57,Female,Bangalore,2022-05-31,2024-06-14,-165,0,10,2525.308
CUST100275,56,Female,Hyderabad,2023-02-25,2023-09-28,95,0,7,2420.5814285714287
CUST100276,35,Male,Hyderabad,2023-01-26,2024-02-25,-55,0,6,2691.7516666666666
CUST100277,57,Male,Pune,2023-07-25,2024-01-14,-13,0,7,1920.5985714285712
CUST100278,18,Male,Delhi,2023-02-25,2024-03-25,-84,0,7,3376.924285714286
CUST100279,28,Male,Hyderabad,2023-01-26,2024-02-26,-56,0,6,2810.411666666667
CUST100280,45,Male,Delhi,2023-08-24,2023-08-23,131,0,5,2948.0899999999997
CUST100281,42,Female,Hyderabad,2023-11-22,2024-06-07,-158,0,9,2839.6711111111113
CUST100282,67,Female,Hyderabad,2022-05-01,2024-01-06,-5,0,9,2540.42
CUST100283,40,Female,Delhi,2022-05-31,2024-02-29,-59,0,7,1267.935714285714
CUST100284,48,Female,Chennai,2023-04-26,2024-06-07,-158,0,6,2552.168333333333
CUST100285,47,Male,Hyderabad,2022-10-28,2024-04-15,-105,0,8,2501.245
CUST100286,59,Male,Bangalore,2023-03-27,2023-11-23,39,0,2,2877.3450000000003
CUST100287,52,Male,Pune,2022-11-27,2024-06-08,-159,0,11,2824.52
CUST100288,24,Male,Chennai,2023-02-25,2024-05-19,-139,0,7,3738.3414285714284
CUST100289,33,Male,Delhi,2023-10-23,2024-05-31,-151,0,8,2254.76
CUST100290,43,Female,Chennai,2022-04-01,2022-07-26,524,1,2,4241.65
CUST100291,65,Male,Mumbai,2023-05-26,2024-01-28,-27,0,5,2031.4599999999998
CUST100292,69,Female,Mumbai,2023-08-24,2024-01-19,-18,0,11,2006.3454545454545
CUST100293,66,Female,Hyderabad,2022-03-02,2024-06-17,-168,0,9,2111.3322222222223
CUST100294,19,Female,Hyderabad,2023-09-23,2023-12-13,19,0,6,2401.6600000000003
CUST100295,18,Female,Bangalore,2022-07-30,2024-03-09,-68,0,6,1762.3333333333333
CUST100296,65,Male,Pune,2023-10-23,2024-05-18,-138,0,7,3255.3528571428574
CUST100297,29,Female,Chennai,2022-03-02,2023-10-05,88,0,6,3893.9566666666665
CUST100298,22,Female,Mumbai,2022-07-30,2024-04-24,-114,0,8,1995.2675
CUST100299,54,Female,Hyderabad,2023-05-26,2024-03-18,-77,0,9,2266.527777777778
CUST100300,49,Male,Pune,2022-09-28,2023-06-15,200,1,5,3498.7239999999997
CUST100301,26,Male,Chennai,2023-07-25,2024-06-05,-156,0,11,2941.0436363636363
CUST100302,58,Male,Hyderabad,2023-04-26,2023-12-23,9,0,9,2722.692222222222
CUST100303,52,Female,Hyderabad,2022-07-30,2024-05-21,-141,0,10,2096.5080000000003
CUST100304,36,Female,Mumbai,2023-10-23,2023-09-13,110,0,3,3229.556666666667
CUST100305,65,Male,Mumbai,2022-10-28,2024-01-29,-28,0,3,1485.86
CUST100306,33,Female,Hyderabad,2022-05-01,2024-06-08,-159,0,17,2540.635882352941
CUST100307,20,Male,Delhi,2022-12-27,2024-03-22,-81,0,12,2368.7008333333333
CUST100308,37,Male,Hyderabad,2023-08-24,2024-05-15,-135,0,6,2757.8933333333334
CUST100309,41,Female,Pune,2023-10-23,2024-04-05,-95,0,7,1997.655714285714
CUST100310,50,Female,Hyderabad,2022-05-01,2024-05-10,-130,0,8,3368.275
